experiment,display_name,group,modality,window_sec,window_accuracy_mean,window_accuracy_std,window_macro_f1_mean,window_macro_f1_std,window_precision_mean,window_precision_std,window_recall_mean,window_recall_std,best_session_method,session_accuracy_mean,session_accuracy_std,session_macro_f1_mean,session_macro_f1_std,session_precision_mean,session_precision_std,session_recall_mean,session_recall_std
hcaf_audio_r18img_pq_xattn_sa0_5s,Audio R18 + PQ cross-attention 5 s without joint self-attention,ablation,multimodal,5.0,0.9145324230194092,0.07126209884881973,0.901841402053833,0.07962454855442047,0.9277705550193787,0.05409517511725426,0.9066211581230164,0.06989912688732147,majority_voting,0.8888888359069824,0.07856743037700653,0.8814814686775208,0.08380524069070816,0.9259259104728699,0.052378274500370026,0.8888888359069824,0.07856743037700653
hcaf_audio_r18img_pq_xattn_sa1_5s,Audio R18 + PQ cross-attention 5 s with joint self-attention,baseline,multimodal,5.0,0.9197483658790588,0.04346692934632301,0.9129835963249207,0.03847604617476463,0.9441066384315491,0.025068635120987892,0.903649628162384,0.03442944958806038,majority_voting,0.8888888359069824,0.07856743037700653,0.8814814686775208,0.08380524069070816,0.9259259104728699,0.052378274500370026,0.8888888359069824,0.07856743037700653
