timestamp,trial_id,phase,status,subset_mask,num_selected,selected_ids,dropped_ids,label_counts,duration_sec,primary_metric_name,primary_metric_mean,primary_metric_std,session_accuracy_mean,session_accuracy_std,session_macro_f1_mean,session_macro_f1_std,window_accuracy_mean,window_macro_f1_mean,score,return_code,error,trial_dir
2026-03-28 19:59:30,trial_000001,backward_elimination,success,1111111111111111111,19,MMdata_1012.15s_0321_003441_yumi_4ml;MMdata_1071.50s_0327_201445_4ml;MMdata_1136.50s_0327_183428_2ml;MMdata_1200.00s_0322_232833_2ml_yumi;MMdata_1200.00s_0327_172321_2ml;MMdata_195.00s_0322_230906_no_secretion;MMdata_1973.40s_0320_224508_no_secretion;MMdata_235.00s_0320_224031_no_secretion;MMdata_265.10s_0322_224132_no_secretion;MMdata_272.75s_0327_174501_2ml;MMdata_318.75s_0327_175326_no;MMdata_442.75s_0327_203239_4ml;MMdata_474.50s_0323_001822_4ml_yumi;MMdata_598.25s_0322_224923_no_secretion;MMdata_600.00s_0327_185444_2ml;MMdata_660.75s_0327_164500_no_secretion;MMdata_820.00s_0327_172321_2ml;MMdata_943.75s_0327_195859_4ml;MMdata_949.50s_0323_000227_4ml_yumi,,"0:7,1:6,2:6",122.59380078315735,session_accuracy,0.4603174603174603,0.1795826745870597,0.4603174603174603,0.1795826745870597,0.3134920634920635,0.19105401773350356,0.4722614453426994,0.3767443334269449,0.6503174603174603,0,,outputs/clean_subset_search_024_smoketest/trials/trial_000001
