session,window_index,start_sec,expected_label,pc_label,prediction_matches,pc_prob_0,pc_prob_2,pc_prob_4,pc_prob_max,pc_prob_argmax
MMdata_1136.50s_0327_183428_2ml,207,1035.0,2,2,True,0.0006493874243460596,0.9933708906173706,0.005979741923511028,0.9933708906173706,2
MMdata_1136.50s_0327_183428_2ml,208,1040.0,2,2,True,0.0013933888403698802,0.9742849469184875,0.024321723729372025,0.9742849469184875,2
MMdata_1136.50s_0327_183428_2ml,209,1045.0,2,2,True,0.0006046780617907643,0.9954370856285095,0.003958180081099272,0.9954370856285095,2
MMdata_1136.50s_0327_183428_2ml,210,1050.0,2,2,True,0.0006235252367332578,0.9945976734161377,0.004778721369802952,0.9945976734161377,2
MMdata_1136.50s_0327_183428_2ml,211,1055.0,2,2,True,0.0006397677934728563,0.9918116331100464,0.0075485543347895145,0.9918116331100464,2
MMdata_1136.50s_0327_183428_2ml,212,1060.0,2,2,True,0.0008715256117284298,0.9968720078468323,0.0022564579267054796,0.9968720078468323,2
MMdata_1136.50s_0327_183428_2ml,213,1065.0,2,2,True,0.0006943846237845719,0.986639678478241,0.012665865011513233,0.986639678478241,2
MMdata_1136.50s_0327_183428_2ml,214,1070.0,2,2,True,0.000588473747484386,0.9959119558334351,0.003499585436657071,0.9959119558334351,2
MMdata_1136.50s_0327_183428_2ml,215,1075.0,2,2,True,0.0006472993991337717,0.9961254000663757,0.0032273537945002317,0.9961254000663757,2
MMdata_1136.50s_0327_183428_2ml,216,1080.0,2,2,True,0.0008664489723742008,0.9953246116638184,0.003808995708823204,0.9953246116638184,2
MMdata_1136.50s_0327_183428_2ml,217,1085.0,2,2,True,0.0006573981372639537,0.9896759390830994,0.009666717611253262,0.9896759390830994,2
MMdata_1136.50s_0327_183428_2ml,218,1090.0,2,2,True,0.0006089064409025013,0.9957483410835266,0.0036427301820367575,0.9957483410835266,2
MMdata_1136.50s_0327_183428_2ml,219,1095.0,2,2,True,0.0007050380227155983,0.995455265045166,0.0038397363387048244,0.995455265045166,2
MMdata_1136.50s_0327_183428_2ml,220,1100.0,2,2,True,0.0009838035330176353,0.9956666231155396,0.0033494578674435616,0.9956666231155396,2
MMdata_1136.50s_0327_183428_2ml,221,1105.0,2,2,True,0.0006440008291974664,0.9912250638008118,0.008130904287099838,0.9912250638008118,2
MMdata_1136.50s_0327_183428_2ml,222,1110.0,2,2,True,0.0005854464252479374,0.9960053563117981,0.0034091374836862087,0.9960053563117981,2
MMdata_1136.50s_0327_183428_2ml,223,1115.0,2,2,True,0.0006333109922707081,0.9941009879112244,0.005265718791633844,0.9941009879112244,2
MMdata_1136.50s_0327_183428_2ml,224,1120.0,2,2,True,0.0008278287714347243,0.9968218803405762,0.002350374823436141,0.9968218803405762,2
MMdata_1136.50s_0327_183428_2ml,225,1125.0,2,2,True,0.0006631060969084501,0.9883395433425903,0.010997401550412178,0.9883395433425903,2
MMdata_1136.50s_0327_183428_2ml,226,1130.0,2,2,True,0.0005840728990733624,0.9954929351806641,0.003922989126294851,0.9954929351806641,2
MMdata_235.00s_0320_224031_no_secretion,0,0.0,0,0,True,0.9977524876594543,0.001811120193451643,0.00043638923671096563,0.9977524876594543,0
MMdata_235.00s_0320_224031_no_secretion,1,5.0,0,0,True,0.9970853924751282,0.002411757130175829,0.000502942712046206,0.9970853924751282,0
MMdata_235.00s_0320_224031_no_secretion,2,10.0,0,0,True,0.9965967535972595,0.0028866934590041637,0.0005166123155504465,0.9965967535972595,0
MMdata_235.00s_0320_224031_no_secretion,3,15.0,0,0,True,0.9974867105484009,0.0020001025404781103,0.0005131984362378716,0.9974867105484009,0
MMdata_235.00s_0320_224031_no_secretion,4,20.0,0,0,True,0.9976435303688049,0.0018908859929069877,0.0004655968223232776,0.9976435303688049,0
MMdata_235.00s_0320_224031_no_secretion,5,25.0,0,0,True,0.9967806339263916,0.002657847013324499,0.0005614807014353573,0.9967806339263916,0
MMdata_235.00s_0320_224031_no_secretion,6,30.0,0,0,True,0.9974281191825867,0.0021097806748002768,0.0004620805848389864,0.9974281191825867,0
MMdata_235.00s_0320_224031_no_secretion,7,35.0,0,0,True,0.9970876574516296,0.0023899381048977375,0.0005224345368333161,0.9970876574516296,0
MMdata_235.00s_0320_224031_no_secretion,8,40.0,0,0,True,0.9972591400146484,0.0022577543277293444,0.00048309293924830854,0.9972591400146484,0
MMdata_235.00s_0320_224031_no_secretion,9,45.0,0,0,True,0.996912956237793,0.0025429886300116777,0.000544085749424994,0.996912956237793,0
MMdata_235.00s_0320_224031_no_secretion,10,50.0,0,0,True,0.997132420539856,0.0023893823381513357,0.0004781857714988291,0.997132420539856,0
MMdata_235.00s_0320_224031_no_secretion,11,55.0,0,0,True,0.9975080490112305,0.001975191058591008,0.0005167628405615687,0.9975080490112305,0
MMdata_235.00s_0320_224031_no_secretion,12,60.0,0,0,True,0.9977486729621887,0.00178720208350569,0.0004640685219783336,0.9977486729621887,0
MMdata_235.00s_0320_224031_no_secretion,13,65.0,0,0,True,0.9969000816345215,0.002553552621975541,0.000546374125406146,0.9969000816345215,0
MMdata_235.00s_0320_224031_no_secretion,14,70.0,0,0,True,0.9963456988334656,0.003108361503109336,0.0005460312240757048,0.9963456988334656,0
MMdata_235.00s_0320_224031_no_secretion,15,75.0,0,0,True,0.9972358345985413,0.0022445025388151407,0.0005197994178161025,0.9972358345985413,0
MMdata_235.00s_0320_224031_no_secretion,16,80.0,0,0,True,0.997611403465271,0.0019251250196248293,0.00046344942529685795,0.997611403465271,0
