session,window_index,start_sec,expected_label,board_label,board_prob_argmax,local_label,local_prob_argmax,prediction_matches_board,board_prob_0,local_prob_0,delta_prob_0,board_relative_logit_0,local_relative_logit_0,delta_relative_logit_0,board_prob_2,local_prob_2,delta_prob_2,board_relative_logit_2,local_relative_logit_2,delta_relative_logit_2,board_prob_4,local_prob_4,delta_prob_4,board_relative_logit_4,local_relative_logit_4,delta_relative_logit_4
MMdata_1136.50s_0327_183428_2ml,114,570.0,2,4,4,2,2,0,5.112114376970567e-05,0.0005690447287634015,0.0005179235849936958,-4.547284611215294,-3.1405683714738233,1.4067162397414705,0.002201722003519535,0.995412290096283,0.9932105680927634,-0.784487733199609,4.326384880285746,5.110872613485355,0.9977471232414246,0.004018688574433327,-0.9937284346669912,5.331772344414901,-1.1858165088119206,-6.517588853226822
MMdata_1136.50s_0327_183428_2ml,115,575.0,2,4,4,2,2,0,0.0001388818200211972,0.0010305802570655942,0.000891698437044397,-4.318593067047999,-3.393410224682445,0.9251828423655541,0.008233139291405678,0.9700912237167358,0.9618580844253302,-0.23629375704074018,3.4538578874715453,3.6901516445122855,0.9916279315948486,0.02887813001871109,-0.9627498015761375,4.554886824088741,-0.06044766278910174,-4.615334486877843
MMdata_1136.50s_0327_183428_2ml,116,580.0,2,4,4,2,2,0,0.0002230460668215528,0.0008265255601145327,0.0006034794932929799,-4.240612209099279,-2.808904321744154,1.4317078873551248,0.01695658639073372,0.9960408210754395,0.9790842346847057,0.09042107805597954,4.2854083564869185,4.194987278430939,0.9828203916549683,0.003132639219984412,-0.9796877524349838,4.1501911310433,-1.4765040347427654,-5.6266951657860655
MMdata_1136.50s_0327_183428_2ml,117,585.0,2,4,4,2,2,0,8.924436406232417e-05,0.0008775355527177453,0.0007882911886554211,-4.466294333020567,-3.0121282223960906,1.4541661106244765,0.005279104690998793,0.9926031231880188,0.98732401849702,-0.38616080770170047,4.018840495769417,4.405001303471117,0.9946316480636597,0.006519372574985027,-0.9881122754886746,4.852455140722268,-1.0067122733733243,-5.859167414095592
MMdata_1136.50s_0327_183428_2ml,118,590.0,2,4,4,2,2,0,4.2847677832469344e-05,0.0005648835212923586,0.0005220358434598893,-4.565944665643795,-3.1801077041041106,1.3858369615396846,0.0016348485369235277,0.9949742555618286,0.9933394070249051,-0.9242906752049578,4.2937448850061894,5.218035560211147,0.9983223080635071,0.004460829775780439,-0.9938614782877266,5.490235340848754,-1.1136371809020797,-6.603872521750834
MMdata_1136.50s_0327_183428_2ml,119,595.0,2,4,4,2,2,0,0.00015177555906120688,0.0009501240565441549,0.000798348497482948,-4.315871216799127,-3.5033348839387872,0.8125363328603394,0.009768109768629074,0.9647262096405029,0.9549580998718739,-0.15139580799358754,3.419672173641297,3.5710679816348847,0.9900800585746765,0.03432365879416466,-0.9557563997805119,4.467267024792715,0.08366271029748917,-4.383604314495226
MMdata_1136.50s_0327_183428_2ml,120,600.0,2,4,4,2,2,0,0.0002655088319443166,0.0006403663428500295,0.00037485751090571284,-4.23045240829392,-2.9919372119469934,1.2385151963469267,0.023462457582354546,0.9961035251617432,0.9726410675793886,0.25105635925237957,4.35762883685133,4.1065724775989505,0.9762720465660095,0.0032561018597334623,-0.9730159447062761,3.9793960490415397,-1.3656916249043372,-5.345087673945876
MMdata_1136.50s_0327_183428_2ml,121,605.0,2,4,4,2,2,0,8.516188972862437e-05,0.0006686190608888865,0.0005834571711602621,-4.458197262099395,-3.2107744794412163,1.2474227826581785,0.004689001478254795,0.992462158203125,0.9877731567248702,-0.4497763578602232,4.0919552013824925,4.541731559242716,0.9952257871627808,0.006869236472994089,-0.9883565506897867,4.907973619959618,-0.8811807219412771,-5.789154341900895
MMdata_1136.50s_0327_183428_2ml,122,610.0,2,4,4,2,2,0,4.9007863708538935e-05,0.0005726798553951085,0.0005236719916865695,-4.521282815352224,-3.1418463753113404,1.3794364400408838,0.0018709867727011442,0.9953413009643555,0.9934703141916543,-0.8790423278266211,4.318667754070892,5.1977100818975135,0.9980800151824951,0.00408612284809351,-0.9939938923344016,5.400325143178848,-1.176821378759552,-6.5771465219384
MMdata_1136.50s_0327_183428_2ml,123,615.0,2,4,4,2,2,0,0.00013668743486050516,0.0009007024927996099,0.0007640150579391047,-4.3220925447518015,-3.35513169488849,0.9669608498633115,0.00805774424225092,0.9796255230903625,0.9715677788481116,-0.2454004409897781,3.63661895702592,3.8820193980156983,0.9918055534362793,0.019473686814308167,-0.9723318666219711,4.5674929857415805,-0.2814872621374298,-4.848980247879011
