experiment,display_name,group,fold,window_accuracy,window_macro_f1,window_precision,window_recall,best_session_method,session_accuracy,session_macro_f1,session_precision,session_recall,best_epoch
hcaf_audio_r18img_pq_tcn_5s,Audio R18 ImageNet + PQ TCN,main,repeat1_fold1,0.8155102040816327,0.8094314959579801,0.8957881891048044,0.8135313531353136,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,5
hcaf_audio_r18img_pq_tcn_5s,Audio R18 ImageNet + PQ TCN,main,repeat1_fold2,0.9671746776084408,0.9599032790780205,0.9638528416634545,0.9576112846943624,majority_voting,1.0,1.0,1.0,1.0,2
hcaf_audio_r18img_pq_tcn_5s,Audio R18 ImageNet + PQ TCN,main,repeat1_fold3,0.970108695652174,0.9741739612053535,0.9748340929079715,0.9749361430395913,majority_voting,1.0,1.0,1.0,1.0,6
hcaf_audio_r18img_pq_gru_5s,Audio R18 ImageNet + PQ GRU,main,repeat1_fold1,0.8057142857142857,0.7919228139713681,0.8802675920056053,0.8036303630363036,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,7
hcaf_audio_r18img_pq_gru_5s,Audio R18 ImageNet + PQ GRU,main,repeat1_fold2,0.9542790152403282,0.9434032459425717,0.958222187607495,0.9366342469790746,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,4
hcaf_audio_r18img_pq_gru_5s,Audio R18 ImageNet + PQ GRU,main,repeat1_fold3,0.9565217391304348,0.9157367029408389,0.9666468517611954,0.8870986664290593,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,3
hcaf_audio_r18img_pq_cnn_gru_5s,Audio R18 ImageNet + PQ CNN-GRU,main,repeat1_fold1,0.8171428571428572,0.8126352248909252,0.8956965394853594,0.8146671810038146,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,1
hcaf_audio_r18img_pq_cnn_gru_5s,Audio R18 ImageNet + PQ CNN-GRU,main,repeat1_fold2,0.9753810082063306,0.9736903217837071,0.9811873442133798,0.9675436029589913,majority_voting,1.0,1.0,1.0,1.0,1
hcaf_audio_r18img_pq_cnn_gru_5s,Audio R18 ImageNet + PQ CNN-GRU,main,repeat1_fold3,0.9619565217391305,0.9679569103650648,0.9759450171821307,0.9623630045442395,majority_voting,1.0,1.0,1.0,1.0,3
