experiment,display_name,best_session_method,window_macro_f1_mean,window_macro_f1_std,session_macro_f1_mean,session_macro_f1_std,session_accuracy_mean,session_accuracy_std
audio_logmel64_base,log-Mel 64 base,majority_voting,0.544382631778717,0.248966246843338,0.5148148536682129,0.2691754400730133,0.6111111044883728,0.20786984264850616
audio_logmel128,log-Mel 128,majority_voting,0.6254851222038269,0.24062113463878632,0.6560846567153931,0.2500804662704468,0.7222222685813904,0.20786985754966736
audio_logmel96_highpass80,log-Mel 96 + HP80,majority_voting,0.5356483459472656,0.1496160477399826,0.4523809850215912,0.0736001580953598,0.5555555820465088,0.07856743037700653
audio_logmel96_bandpass150_5000,log-Mel 96 + BP150-5000,majority_voting,0.35431790351867676,0.1552148014307022,0.2962963283061981,0.18332399427890778,0.4444444477558136,0.15713484585285187
audio_logmel64_preemphasis,log-Mel 64 + preemphasis,majority_voting,0.6501190662384033,0.14848490059375763,0.7449734807014465,0.2459082454442978,0.7777777314186096,0.20786985754966736
audio_db96_highpass80,dB-Mel 96 + HP80,majority_voting,0.3864854872226715,0.1649521291255951,0.41534391045570374,0.20413272082805634,0.5,0.13608276844024658
audio_pcen64,PCEN 64,majority_voting,0.3718680441379547,0.1306939721107483,0.2962963283061981,0.18332399427890778,0.4444444477558136,0.15713484585285187
audio_pcen96_highpass80,PCEN 96 + HP80,logit_averaging,0.5962011814117432,0.19012488424777985,0.7222221493721008,0.3928371071815491,0.7777778506278992,0.31426969170570374
audio_logmel64_delta2,log-Mel 64 + delta/delta2,majority_voting,0.6201462745666504,0.22667625546455383,0.6037037372589111,0.3090318441390991,0.6666666865348816,0.235702246427536
