session,window_index,start_sec,expected_label,board_label,prediction_matches,board_prob_0,board_prob_2,board_prob_4,board_prob_max,board_prob_argmax
MMdata_1136.50s_0327_183428_2ml,0,0.0,2,4,True,0.00016902411880437285,0.010519933886826038,0.9893110990524292,0.9893110990524292,4
MMdata_1136.50s_0327_183428_2ml,1,5.0,2,4,True,7.330522930715233e-05,0.003856575582176447,0.996070146560669,0.996070146560669,4
MMdata_1136.50s_0327_183428_2ml,2,10.0,2,4,True,7.852159615140408e-05,0.004406853578984737,0.9955145716667175,0.9955145716667175,4
MMdata_1136.50s_0327_183428_2ml,3,15.0,2,4,True,9.121958282776177e-05,0.004848636221140623,0.99506014585495,0.99506014585495,4
MMdata_1136.50s_0327_183428_2ml,4,20.0,2,4,True,0.0001805117935873568,0.011652372777462006,0.9881671071052551,0.9881671071052551,4
MMdata_1136.50s_0327_183428_2ml,5,25.0,2,4,True,7.555984484497458e-05,0.0041860961355268955,0.9957383871078491,0.9957383871078491,4
MMdata_1136.50s_0327_183428_2ml,6,30.0,2,4,True,7.883180660428479e-05,0.004239201080054045,0.9956820011138916,0.9956820011138916,4
MMdata_1136.50s_0327_183428_2ml,7,35.0,2,4,True,8.620284643257037e-05,0.004299405496567488,0.9956144094467163,0.9956144094467163,4
MMdata_1136.50s_0327_183428_2ml,8,40.0,2,4,True,0.00017826752446126193,0.011051737703382969,0.9887700080871582,0.9887700080871582,4
MMdata_1136.50s_0327_183428_2ml,9,45.0,2,4,True,7.545202242909e-05,0.004065935965627432,0.9958586096763611,0.9958586096763611,4
MMdata_1136.50s_0327_183428_2ml,10,50.0,2,4,True,7.487933908123523e-05,0.003981173969805241,0.9959439635276794,0.9959439635276794,4
MMdata_1136.50s_0327_183428_2ml,11,55.0,2,4,True,8.223242912208661e-05,0.00395682780072093,0.9959610104560852,0.9959610104560852,4
MMdata_1136.50s_0327_183428_2ml,12,60.0,2,4,True,0.0001890840649139136,0.011875221505761147,0.9879356622695923,0.9879356622695923,4
MMdata_1136.50s_0327_183428_2ml,13,65.0,2,4,True,6.908773502800614e-05,0.0035064390394836664,0.9964244961738586,0.9964244961738586,4
MMdata_1136.50s_0327_183428_2ml,14,70.0,2,4,True,7.847553206374869e-05,0.004169008694589138,0.9957525730133057,0.9957525730133057,4
MMdata_1136.50s_0327_183428_2ml,15,75.0,2,4,True,8.345884998561814e-05,0.004033294040709734,0.9958832263946533,0.9958832263946533,4
MMdata_1136.50s_0327_183428_2ml,16,80.0,2,4,True,0.00017297829617746174,0.010712101124227047,0.9891148805618286,0.9891148805618286,4
MMdata_1136.50s_0327_183428_2ml,17,85.0,2,4,True,5.722188871004619e-05,0.002392980270087719,0.997549831867218,0.997549831867218,4
MMdata_1136.50s_0327_183428_2ml,18,90.0,2,4,True,6.246886914595962e-05,0.00317942607216537,0.9967581629753113,0.9967581629753113,4
MMdata_1136.50s_0327_183428_2ml,19,95.0,2,4,True,8.746611274546012e-05,0.004301084205508232,0.9956114888191223,0.9956114888191223,4
MMdata_1136.50s_0327_183428_2ml,20,100.0,2,4,True,0.00017104191647376865,0.009842426516115665,0.9899864792823792,0.9899864792823792,4
MMdata_1136.50s_0327_183428_2ml,21,105.0,2,4,True,7.927905971882865e-05,0.004395999480038881,0.9955247640609741,0.9955247640609741,4
MMdata_1136.50s_0327_183428_2ml,22,110.0,2,4,True,5.364305980037898e-05,0.002529419492930174,0.9974169731140137,0.9974169731140137,4
MMdata_1136.50s_0327_183428_2ml,23,115.0,2,4,True,7.843240018701181e-05,0.0035595630761235952,0.996362030506134,0.996362030506134,4
MMdata_1136.50s_0327_183428_2ml,24,120.0,2,4,True,0.00017357763135805726,0.00981792714446783,0.9900084733963013,0.9900084733963013,4
MMdata_1136.50s_0327_183428_2ml,25,125.0,2,4,True,8.096467354334891e-05,0.004556768108159304,0.9953623414039612,0.9953623414039612,4
MMdata_1136.50s_0327_183428_2ml,26,130.0,2,4,True,6.347031012410298e-05,0.003200802719220519,0.9967357516288757,0.9967357516288757,4
MMdata_1136.50s_0327_183428_2ml,27,135.0,2,4,True,0.00010233184730168432,0.005558255594223738,0.9943394064903259,0.9943394064903259,4
MMdata_1136.50s_0327_183428_2ml,28,140.0,2,4,True,0.0001563268742756918,0.008519714698195457,0.9913239479064941,0.9913239479064941,4
MMdata_1136.50s_0327_183428_2ml,29,145.0,2,4,True,7.76473170844838e-05,0.004240269307047129,0.9956821203231812,0.9956821203231812,4
MMdata_1136.50s_0327_183428_2ml,30,150.0,2,4,True,7.06048813299276e-05,0.003817229764536023,0.9961121678352356,0.9961121678352356,4
MMdata_1136.50s_0327_183428_2ml,31,155.0,2,4,True,0.00010418230522191152,0.005754612851887941,0.994141161441803,0.994141161441803,4
MMdata_1136.50s_0327_183428_2ml,32,160.0,2,4,True,0.00018894266395363957,0.01178643200546503,0.9880246520042419,0.9880246520042419,4
MMdata_1136.50s_0327_183428_2ml,33,165.0,2,4,True,7.54068823880516e-05,0.004025619942694902,0.9958989024162292,0.9958989024162292,4
MMdata_1136.50s_0327_183428_2ml,34,170.0,2,4,True,7.203214045148343e-05,0.0037320030387490988,0.9961960315704346,0.9961960315704346,4
MMdata_1136.50s_0327_183428_2ml,35,175.0,2,4,True,9.067279461305588e-05,0.004592261277139187,0.9953171014785767,0.9953171014785767,4
MMdata_1136.50s_0327_183428_2ml,36,180.0,2,4,True,0.00017835816834121943,0.011684204451739788,0.988137423992157,0.988137423992157,4
MMdata_1136.50s_0327_183428_2ml,37,185.0,2,4,True,7.975922198966146e-05,0.004507879726588726,0.9954124093055725,0.9954124093055725,4
MMdata_1136.50s_0327_183428_2ml,38,190.0,2,4,True,6.513673724839464e-05,0.0034562074579298496,0.9964786171913147,0.9964786171913147,4
MMdata_1136.50s_0327_183428_2ml,39,195.0,2,4,True,0.00011276588338660076,0.006150426343083382,0.993736743927002,0.993736743927002,4
MMdata_1136.50s_0327_183428_2ml,40,200.0,2,4,True,0.00018702262605074793,0.012360350228846073,0.9874526858329773,0.9874526858329773,4
MMdata_1136.50s_0327_183428_2ml,41,205.0,2,4,True,7.552200986538082e-05,0.0040961867198348045,0.9958283305168152,0.9958283305168152,4
MMdata_1136.50s_0327_183428_2ml,42,210.0,2,4,True,5.63387839065399e-05,0.002746475860476494,0.997197151184082,0.997197151184082,4
MMdata_1136.50s_0327_183428_2ml,43,215.0,2,4,True,0.00012434410746209323,0.0073514762334525585,0.9925242066383362,0.9925242066383362,4
MMdata_1136.50s_0327_183428_2ml,44,220.0,2,4,True,0.00017687560466583818,0.011337454430758953,0.9884856939315796,0.9884856939315796,4
MMdata_1136.50s_0327_183428_2ml,45,225.0,2,4,True,7.565371925011277e-05,0.003821441438049078,0.9961029291152954,0.9961029291152954,4
MMdata_1136.50s_0327_183428_2ml,46,230.0,2,4,True,4.205220102448948e-05,0.0017280949978157878,0.9982299208641052,0.9982299208641052,4
MMdata_1136.50s_0327_183428_2ml,47,235.0,2,4,True,0.00011693740816554055,0.0065627070143818855,0.9933203458786011,0.9933203458786011,4
MMdata_1136.50s_0327_183428_2ml,48,240.0,2,4,True,0.00017265482165385038,0.010889443568885326,0.9889378547668457,0.9889378547668457,4
MMdata_1136.50s_0327_183428_2ml,49,245.0,2,4,True,9.095109271584079e-05,0.005217804107815027,0.9946911931037903,0.9946911931037903,4
MMdata_1136.50s_0327_183428_2ml,50,250.0,2,4,True,5.063637581770308e-05,0.0023590922355651855,0.9975903034210205,0.9975903034210205,4
MMdata_1136.50s_0327_183428_2ml,51,255.0,2,4,True,9.426122414879501e-05,0.004657995421439409,0.9952477812767029,0.9952477812767029,4
MMdata_1136.50s_0327_183428_2ml,52,260.0,2,4,True,0.00016100014909170568,0.009595997631549835,0.9902430176734924,0.9902430176734924,4
MMdata_1136.50s_0327_183428_2ml,53,265.0,2,4,True,7.850017573218793e-05,0.003960666712373495,0.9959608912467957,0.9959608912467957,4
MMdata_1136.50s_0327_183428_2ml,54,270.0,2,4,True,5.262309787212871e-05,0.0025231882464140654,0.9974242448806763,0.9974242448806763,4
MMdata_1136.50s_0327_183428_2ml,55,275.0,2,4,True,9.238363418262452e-05,0.004506435710936785,0.99540114402771,0.99540114402771,4
MMdata_1136.50s_0327_183428_2ml,56,280.0,2,4,True,0.0001631519990041852,0.009808179922401905,0.9900286793708801,0.9900286793708801,4
MMdata_1136.50s_0327_183428_2ml,57,285.0,2,4,True,8.346739923581481e-05,0.004529552534222603,0.9953870177268982,0.9953870177268982,4
MMdata_1136.50s_0327_183428_2ml,58,290.0,2,4,True,5.7660756283439696e-05,0.002857225015759468,0.9970851540565491,0.9970851540565491,4
MMdata_1136.50s_0327_183428_2ml,59,295.0,2,4,True,9.303505794377998e-05,0.004468959290534258,0.9954380393028259,0.9954380393028259,4
MMdata_1136.50s_0327_183428_2ml,60,300.0,2,4,True,0.0001728293573250994,0.010571993887424469,0.9892551898956299,0.9892551898956299,4
MMdata_1136.50s_0327_183428_2ml,61,305.0,2,4,True,7.942655793158337e-05,0.004138475749641657,0.9957821369171143,0.9957821369171143,4
MMdata_1136.50s_0327_183428_2ml,62,310.0,2,4,True,6.743682752130553e-05,0.0034546905662864447,0.9964779019355774,0.9964779019355774,4
MMdata_1136.50s_0327_183428_2ml,63,315.0,2,4,True,0.00010261026181979105,0.005399606190621853,0.9944978356361389,0.9944978356361389,4
MMdata_1136.50s_0327_183428_2ml,64,320.0,2,4,True,0.00016573914035689086,0.009544986300170422,0.9902893304824829,0.9902893304824829,4
MMdata_1136.50s_0327_183428_2ml,65,325.0,2,4,True,8.370305295102298e-05,0.004561345558613539,0.9953550100326538,0.9953550100326538,4
MMdata_1136.50s_0327_183428_2ml,66,330.0,2,4,True,5.496457015397027e-05,0.002546135801821947,0.997398853302002,0.997398853302002,4
MMdata_1136.50s_0327_183428_2ml,67,335.0,2,4,True,0.0001030292987707071,0.005427166353911161,0.9944697618484497,0.9944697618484497,4
MMdata_1136.50s_0327_183428_2ml,68,340.0,2,4,True,0.00018934847321361303,0.012042518705129623,0.9877681136131287,0.9877681136131287,4
MMdata_1136.50s_0327_183428_2ml,69,345.0,2,4,True,8.952386269811541e-05,0.005205895286053419,0.99470454454422,0.99470454454422,4
MMdata_1136.50s_0327_183428_2ml,70,350.0,2,4,True,5.0531809392850846e-05,0.002280796878039837,0.9976686835289001,0.9976686835289001,4
MMdata_1136.50s_0327_183428_2ml,71,355.0,2,4,True,0.0001071102378773503,0.005747396033257246,0.9941455125808716,0.9941455125808716,4
MMdata_1136.50s_0327_183428_2ml,72,360.0,2,4,True,0.0001831821136875078,0.011873920448124409,0.9879428744316101,0.9879428744316101,4
MMdata_1136.50s_0327_183428_2ml,73,365.0,2,4,True,8.799359056865796e-05,0.005009918939322233,0.9949020147323608,0.9949020147323608,4
MMdata_1136.50s_0327_183428_2ml,74,370.0,2,4,True,5.472398333949968e-05,0.0026128613390028477,0.9973324537277222,0.9973324537277222,4
MMdata_1136.50s_0327_183428_2ml,75,375.0,2,4,True,0.00012819365656469017,0.007773195393383503,0.9920985698699951,0.9920985698699951,4
MMdata_1136.50s_0327_183428_2ml,76,380.0,2,4,True,0.00019413266272749752,0.013310719281435013,0.9864951372146606,0.9864951372146606,4
MMdata_1136.50s_0327_183428_2ml,77,385.0,2,4,True,8.693590643815696e-05,0.004957109689712524,0.9949559569358826,0.9949559569358826,4
MMdata_1136.50s_0327_183428_2ml,78,390.0,2,4,True,6.255467451410368e-05,0.0031343165319412947,0.9968031644821167,0.9968031644821167,4
MMdata_1136.50s_0327_183428_2ml,79,395.0,2,4,True,0.00010873601422645152,0.005732215940952301,0.9941591024398804,0.9941591024398804,4
MMdata_1136.50s_0327_183428_2ml,80,400.0,2,4,True,0.00019741340656764805,0.013713476248085499,0.9860891103744507,0.9860891103744507,4
MMdata_1136.50s_0327_183428_2ml,81,405.0,2,4,True,8.031974721234292e-05,0.004133773501962423,0.9957858920097351,0.9957858920097351,4
MMdata_1136.50s_0327_183428_2ml,82,410.0,2,4,True,5.591041917796247e-05,0.0026130368933081627,0.9973310232162476,0.9973310232162476,4
MMdata_1136.50s_0327_183428_2ml,83,415.0,2,4,True,8.947049354901537e-05,0.0041005671955645084,0.9958100318908691,0.9958100318908691,4
MMdata_1136.50s_0327_183428_2ml,84,420.0,2,4,True,0.00020490551833063364,0.014518778771162033,0.9852762818336487,0.9852762818336487,4
MMdata_1136.50s_0327_183428_2ml,85,425.0,2,4,True,8.842690294841304e-05,0.004718415904790163,0.9951932430267334,0.9951932430267334,4
MMdata_1136.50s_0327_183428_2ml,86,430.0,2,4,True,4.832801641896367e-05,0.0021019228734076023,0.9978498220443726,0.9978498220443726,4
MMdata_1136.50s_0327_183428_2ml,87,435.0,2,4,True,9.556992881698534e-05,0.00460736034438014,0.9952971339225769,0.9952971339225769,4
MMdata_1136.50s_0327_183428_2ml,88,440.0,2,4,True,0.00020489850430749357,0.014882280491292477,0.9849128127098083,0.9849128127098083,4
MMdata_1136.50s_0327_183428_2ml,89,445.0,2,4,True,8.209554653149098e-05,0.004402164835482836,0.995515763759613,0.995515763759613,4
MMdata_1136.50s_0327_183428_2ml,90,450.0,2,4,True,5.303279249346815e-05,0.002274470403790474,0.9976724982261658,0.9976724982261658,4
MMdata_1136.50s_0327_183428_2ml,91,455.0,2,4,True,9.852534276433289e-05,0.0048501817509531975,0.9950513243675232,0.9950513243675232,4
MMdata_1136.50s_0327_183428_2ml,92,460.0,2,4,True,0.0001953273022081703,0.013629523105919361,0.9861751794815063,0.9861751794815063,4
MMdata_1136.50s_0327_183428_2ml,93,465.0,2,4,True,7.360579911619425e-05,0.0035610042978078127,0.9963653087615967,0.9963653087615967,4
MMdata_1136.50s_0327_183428_2ml,94,470.0,2,4,True,3.391889185877517e-05,0.001199570600874722,0.9987665414810181,0.9987665414810181,4
MMdata_1136.50s_0327_183428_2ml,95,475.0,2,4,True,9.802597924135625e-05,0.004713176283985376,0.99518883228302,0.99518883228302,4
MMdata_1136.50s_0327_183428_2ml,96,480.0,2,4,True,0.0001747182395774871,0.011318924836814404,0.9885063171386719,0.9885063171386719,4
MMdata_1136.50s_0327_183428_2ml,97,485.0,2,4,True,8.629663352621719e-05,0.004741492681205273,0.9951722025871277,0.9951722025871277,4
MMdata_1136.50s_0327_183428_2ml,98,490.0,2,4,True,4.016019738628529e-05,0.001561980345286429,0.9983978867530823,0.9983978867530823,4
MMdata_1136.50s_0327_183428_2ml,99,495.0,2,4,True,0.00010589534940663725,0.005480573046952486,0.9944135546684265,0.9944135546684265,4
MMdata_1136.50s_0327_183428_2ml,100,500.0,2,4,True,0.0001997293729800731,0.013153495267033577,0.9866467714309692,0.9866467714309692,4
MMdata_1136.50s_0327_183428_2ml,101,505.0,2,4,True,8.469573367619887e-05,0.004580789711326361,0.9953345656394958,0.9953345656394958,4
MMdata_1136.50s_0327_183428_2ml,102,510.0,2,4,True,5.408602737588808e-05,0.0023640934377908707,0.9975818395614624,0.9975818395614624,4
MMdata_1136.50s_0327_183428_2ml,103,515.0,2,4,True,0.0001266168401343748,0.0074660745449364185,0.9924073815345764,0.9924073815345764,4
MMdata_1136.50s_0327_183428_2ml,104,520.0,2,4,True,0.00017344944353681058,0.01065781619399786,0.9891687631607056,0.9891687631607056,4
MMdata_1136.50s_0327_183428_2ml,105,525.0,2,4,True,7.48096063034609e-05,0.0036221409682184458,0.9963030815124512,0.9963030815124512,4
MMdata_1136.50s_0327_183428_2ml,106,530.0,2,4,True,5.758180486736819e-05,0.0026838083285838366,0.9972585439682007,0.9972585439682007,4
MMdata_1136.50s_0327_183428_2ml,107,535.0,2,4,True,0.0001280466967727989,0.007307489402592182,0.9925644993782043,0.9925644993782043,4
MMdata_1136.50s_0327_183428_2ml,108,540.0,2,4,True,0.00021966607891954482,0.01635943539440632,0.9834209084510803,0.9834209084510803,4
MMdata_1136.50s_0327_183428_2ml,109,545.0,2,4,True,9.432171646039933e-05,0.005831633694469929,0.9940740466117859,0.9940740466117859,4
MMdata_1136.50s_0327_183428_2ml,110,550.0,2,4,True,6.559075700351968e-05,0.003174918470904231,0.9967594742774963,0.9967594742774963,4
MMdata_1136.50s_0327_183428_2ml,111,555.0,2,4,True,0.0001449337141821161,0.009133553132414818,0.9907214641571045,0.9907214641571045,4
MMdata_1136.50s_0327_183428_2ml,112,560.0,2,4,True,0.00024285033578053117,0.01911238767206669,0.9806447625160217,0.9806447625160217,4
MMdata_1136.50s_0327_183428_2ml,113,565.0,2,4,True,8.558777335565537e-05,0.004707808140665293,0.9952065348625183,0.9952065348625183,4
MMdata_1136.50s_0327_183428_2ml,114,570.0,2,4,True,5.112114376970567e-05,0.002201722003519535,0.9977471232414246,0.9977471232414246,4
MMdata_1136.50s_0327_183428_2ml,115,575.0,2,4,True,0.0001388818200211972,0.008233139291405678,0.9916279315948486,0.9916279315948486,4
MMdata_1136.50s_0327_183428_2ml,116,580.0,2,4,True,0.0002230460668215528,0.01695658639073372,0.9828203916549683,0.9828203916549683,4
MMdata_1136.50s_0327_183428_2ml,117,585.0,2,4,True,8.924436406232417e-05,0.005279104690998793,0.9946316480636597,0.9946316480636597,4
MMdata_1136.50s_0327_183428_2ml,118,590.0,2,4,True,4.2847677832469344e-05,0.0016348485369235277,0.9983223080635071,0.9983223080635071,4
MMdata_1136.50s_0327_183428_2ml,119,595.0,2,4,True,0.00015177555906120688,0.009768109768629074,0.9900800585746765,0.9900800585746765,4
MMdata_1136.50s_0327_183428_2ml,120,600.0,2,4,True,0.0002655088319443166,0.023462457582354546,0.9762720465660095,0.9762720465660095,4
MMdata_1136.50s_0327_183428_2ml,121,605.0,2,4,True,8.516188972862437e-05,0.004689001478254795,0.9952257871627808,0.9952257871627808,4
MMdata_1136.50s_0327_183428_2ml,122,610.0,2,4,True,4.9007863708538935e-05,0.0018709867727011442,0.9980800151824951,0.9980800151824951,4
MMdata_1136.50s_0327_183428_2ml,123,615.0,2,4,True,0.00013668743486050516,0.00805774424225092,0.9918055534362793,0.9918055534362793,4
MMdata_1136.50s_0327_183428_2ml,124,620.0,2,4,True,0.00020729251264128834,0.0177597776055336,0.9820329546928406,0.9820329546928406,4
MMdata_1136.50s_0327_183428_2ml,125,625.0,2,4,True,7.855403237044811e-05,0.004102006554603577,0.9958194494247437,0.9958194494247437,4
MMdata_1136.50s_0327_183428_2ml,126,630.0,2,4,True,5.784638415207155e-05,0.0026950922328978777,0.997247040271759,0.997247040271759,4
MMdata_1136.50s_0327_183428_2ml,127,635.0,2,4,True,0.0001415158767485991,0.008452484384179115,0.9914059638977051,0.9914059638977051,4
