experiment,display_name,group,fold,window_accuracy,window_macro_f1,window_precision,window_recall,best_session_method,session_accuracy,session_macro_f1,session_precision,session_recall,best_epoch
hcaf_legacy_sharednorm_5s,HCAF legacy shared norm,main,repeat1_fold1,0.7542857142857143,0.7432749367957943,0.8767403767403769,0.7403347477604904,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,4
hcaf_legacy_sharednorm_5s,HCAF legacy shared norm,main,repeat1_fold2,0.9941383352872216,0.9936518878471658,0.992113592875409,0.995277067187731,majority_voting,1.0,1.0,1.0,1.0,2
hcaf_legacy_sharednorm_5s,HCAF legacy shared norm,main,repeat1_fold3,0.7214673913043478,0.6387979316535393,0.7595471903982541,0.7595852267664617,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,2
hcaf_normfix_5s,HCAF norm fix,main,repeat1_fold1,0.8057142857142857,0.7980550003701237,0.8943630714602753,0.8036303630363036,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,4
hcaf_normfix_5s,HCAF norm fix,main,repeat1_fold2,0.9273153575615475,0.908731243640712,0.9347715611762348,0.8997936928971413,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,2
hcaf_normfix_5s,HCAF norm fix,main,repeat1_fold3,0.9415760869565217,0.9117241294074209,0.8913063309615034,0.9539272030651341,majority_voting,1.0,1.0,1.0,1.0,2
hcaf_confgate_5s,HCAF confidence-aware gate,main,repeat1_fold1,0.8040816326530612,0.7962551248797706,0.8937583001328021,0.8017230294458016,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,5
hcaf_confgate_5s,HCAF confidence-aware gate,main,repeat1_fold2,0.6072684642438453,0.5150245206443925,0.826243005751731,0.57369568705929,majority_voting,0.5,0.41269841269841273,0.4666666666666666,0.5,1
hcaf_confgate_5s,HCAF confidence-aware gate,main,repeat1_fold3,0.7581521739130435,0.7259105965526174,0.7514795283641327,0.8271392081736909,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,3
hcaf_confgate_residual_5s,HCAF confidence gate + expert residual,main,repeat1_fold1,0.8024489795918367,0.7944519082421312,0.8931567328918323,0.7998156958552998,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,1
hcaf_confgate_residual_5s,HCAF confidence gate + expert residual,main,repeat1_fold2,0.977725674091442,0.9739534020235775,0.9771351251005412,0.9713454432561072,majority_voting,1.0,1.0,1.0,1.0,3
hcaf_confgate_residual_5s,HCAF confidence gate + expert residual,main,repeat1_fold3,0.9293478260869565,0.8857244208823444,0.8890076350577202,0.8856990109596365,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,3
