experiment,display_name,group,fold,window_accuracy,window_macro_f1,window_precision,window_recall,best_session_method,session_accuracy,session_macro_f1,session_precision,session_recall,best_epoch
hcaf_confgate_residual_full_5s,HCAF full multimodal,main,repeat1_fold1,0.803265306122449,0.7951100697324499,0.8925382726250316,0.8013304254402048,mean_probability_pooling,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,3
hcaf_confgate_residual_full_5s,HCAF full multimodal,main,repeat1_fold2,0.9941383352872216,0.9943042190823893,0.9930947784847834,0.995579133510168,mean_probability_pooling,1.0,1.0,1.0,1.0,2
hcaf_confgate_residual_full_5s,HCAF full multimodal,main,repeat1_fold3,0.7038043478260869,0.6302290700845378,0.724113475177305,0.6227991624342867,mean_probability_pooling,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,1
hcaf_confgate_residual_minus_audio_5s,HCAF without audio,main,repeat1_fold1,0.8636734693877551,0.8647335194957461,0.9089692166903561,0.8472954438300974,majority_voting,1.0,1.0,1.0,1.0,4
hcaf_confgate_residual_minus_audio_5s,HCAF without audio,main,repeat1_fold2,0.5005861664712778,0.4132819794584501,0.43800322061191627,0.5384615384615384,majority_voting,0.5,0.41269841269841273,0.4666666666666666,0.5,2
hcaf_confgate_residual_minus_audio_5s,HCAF without audio,main,repeat1_fold3,0.813858695652174,0.8303933880003002,0.8302328210563505,0.8584870355519915,majority_voting,1.0,1.0,1.0,1.0,1
hcaf_confgate_residual_minus_pressure_5s,HCAF without pressure,main,repeat1_fold1,0.8048979591836735,0.7977549511616585,0.8891571190527939,0.8017766062320518,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,3
hcaf_confgate_residual_minus_pressure_5s,HCAF without pressure,main,repeat1_fold2,0.9953106682297772,0.9948381274675691,0.9932998324958123,0.9964633068081344,majority_voting,1.0,1.0,1.0,1.0,4
hcaf_confgate_residual_minus_pressure_5s,HCAF without pressure,main,repeat1_fold3,0.8872282608695652,0.8060608180921202,0.8541298601695496,0.781903234429297,majority_voting,0.8333333333333334,0.8222222222222223,0.8888888888888888,0.8333333333333334,5
hcaf_confgate_residual_minus_flow_5s,HCAF without flow,main,repeat1_fold1,0.8627906976744186,0.8546935985674063,0.849571112221291,0.8674395142526348,majority_voting,0.8333333333333334,0.8222222222222223,0.8333333333333334,0.8888888888888888,2
hcaf_confgate_residual_minus_flow_5s,HCAF without flow,main,repeat1_fold2,0.7284090909090909,0.5797891675754271,0.6666666666666666,0.5288350634371396,majority_voting,0.8333333333333334,0.6190476190476191,0.6666666666666666,0.5833333333333334,3
hcaf_confgate_residual_minus_flow_5s,HCAF without flow,main,repeat1_fold3,0.7271880819366853,0.745399671761685,0.7914162465521044,0.8148402271516381,majority_voting,0.6666666666666666,0.6666666666666666,0.7777777777777777,0.7777777777777777,2
hcaf_confgate_residual_audio_only_5s,HCAF audio only,main,repeat1_fold1,0.7627906976744186,0.7730619439260319,0.8240426984422516,0.8254838673650587,mean_probability_pooling,0.8333333333333334,0.8412698412698413,0.9166666666666666,0.8333333333333334,2
hcaf_confgate_residual_audio_only_5s,HCAF audio only,main,repeat1_fold2,0.7261363636363637,0.5000674712556331,0.5391956373551466,0.527681660899654,mean_probability_pooling,0.8333333333333334,0.5523809523809523,0.5555555555555555,0.5833333333333334,8
hcaf_confgate_residual_audio_only_5s,HCAF audio only,main,repeat1_fold3,0.5716945996275605,0.6035067722497733,0.7754603026694967,0.7271430484463529,mean_probability_pooling,0.8333333333333334,0.8222222222222223,0.8333333333333334,0.8888888888888888,2
