experiment,display_name,group,modality,window_sec,window_accuracy_mean,window_accuracy_std,window_macro_f1_mean,window_macro_f1_std,window_precision_mean,window_precision_std,window_recall_mean,window_recall_std,best_session_method,session_accuracy_mean,session_accuracy_std,session_macro_f1_mean,session_macro_f1_std,session_precision_mean,session_precision_std,session_recall_mean,session_recall_std
hcaf_comp_sa0_base_5s,HCAF compressed base SA0 PCEN96 HP80,main,multimodal,5.0,0.9067478775978088,0.054162126034498215,0.8967785239219666,0.04951142147183418,0.9388282895088196,0.02996664121747017,0.886864960193634,0.043534304946660995,majority_voting,0.8888888359069824,0.07856743037700653,0.8814814686775208,0.08380524069070816,0.9259259104728699,0.052378274500370026,0.8888888359069824,0.07856743037700653
hcaf_comp_sa0_no_summary_5s,HCAF compressed SA0 without summary repr,main,multimodal,5.0,0.9259725213050842,0.01613839901983738,0.9155485033988953,0.013331820257008076,0.9435200691223145,0.013903819024562836,0.902780294418335,0.007898473180830479,majority_voting,0.9444444179534912,0.07856743037700653,0.9407407641410828,0.08380524069070816,0.9629629254341125,0.052378274500370026,0.9444444179534912,0.07856743037700653
hcaf_comp_sa0_summary_token_5s,HCAF compressed SA0 summary token attention,main,multimodal,5.0,0.8556720614433289,0.07888692617416382,0.829766571521759,0.08052600175142288,0.886662483215332,0.03585272654891014,0.8507964015007019,0.07924198359251022,majority_voting,0.8888888359069824,0.07856743037700653,0.8814814686775208,0.08380524069070816,0.9259259104728699,0.052378274500370026,0.8888888359069824,0.07856743037700653
hcaf_comp_sa0_pcen64_hp80_5s,HCAF compressed SA0 PCEN64 HP80,main,multimodal,5.0,0.8852518200874329,0.05069230496883392,0.8772806525230408,0.04581877961754799,0.9062203764915466,0.030115272849798203,0.8666968941688538,0.050676725804805756,majority_voting,0.8888888359069824,0.07856743037700653,0.8814814686775208,0.08380524069070816,0.9259259104728699,0.052378274500370026,0.8888888359069824,0.07856743037700653
hcaf_comp_sa0_pcen96_nofilter_5s,HCAF compressed SA0 PCEN96 no filter,main,multimodal,5.0,0.8957896828651428,0.06409348547458649,0.8890953660011292,0.06435403972864151,0.9236142635345459,0.024004753679037094,0.8908829092979431,0.062299713492393494,majority_voting,0.9444444179534912,0.07856743037700653,0.9407407641410828,0.08380524069070816,0.9629629254341125,0.052378274500370026,0.9444444179534912,0.07856743037700653
hcaf_comp_sa0_simplegate_5s,HCAF compressed SA0 simple gate no expert residual,main,multimodal,5.0,0.8321388363838196,0.07851152867078781,0.830719530582428,0.0649917870759964,0.8870273232460022,0.03324350714683533,0.832542359828949,0.05897907912731171,majority_voting,0.8333333134651184,0.1360827535390854,0.82962965965271,0.13618351519107819,0.9074074625968933,0.06928995996713638,0.8333333134651184,0.1360827535390854
